step,loss,lr,tokens_per_sec,elapsed_sec,token_accuracy,gpu_mem_gb,grad_norm
step,loss,lr,tokens_per_sec,elapsed_sec,token_accuracy,gpu_mem_gb,grad_norm
110600,0.110531,3.00e-04,1466,1564.1,0.9800,15.09,0.3408
110700,0.125131,3.00e-04,1490,1814.2,0.9778,15.09,0.3458
110800,0.120868,3.00e-04,1511,2064.2,0.9785,15.09,0.3452
110900,0.115902,3.00e-04,1528,2314.3,0.9792,15.09,0.3226
111000,0.117027,3.00e-04,1540,2574.7,0.9788,15.09,0.3191
111100,0.116288,3.00e-04,1554,2833.6,0.9793,15.09,0.3247
111200,0.105186,3.00e-04,1569,3089.0,0.9805,15.09,0.3045
111300,0.109262,3.00e-04,1573,3342.6,0.9802,15.09,0.3257
111400,0.109272,3.00e-04,1568,3594.4,0.9798,15.09,0.3344
111500,0.106332,3.00e-04,1565,3844.6,0.9800,15.09,nan
111600,0.114687,3.00e-04,1566,4094.8,0.9784,15.09,0.3339
111700,0.121605,3.00e-04,1568,4345.0,0.9782,15.09,0.3543
111800,0.112287,3.00e-04,1572,4595.1,0.9797,15.09,0.3332
111900,0.114669,3.00e-04,1576,4845.2,0.9789,15.09,0.3488
112000,0.117866,3.00e-04,1584,5095.4,0.9788,15.09,0.3242
112100,0.107840,3.00e-04,1593,5346.0,0.9805,15.09,0.3108
112200,0.107659,3.00e-04,1599,5596.7,0.9803,15.09,0.3145
112300,0.123172,3.00e-04,1601,5851.7,0.9773,15.09,0.3375
112400,0.114159,3.00e-04,1601,6109.3,0.9790,15.09,0.3264
112500,0.111438,3.00e-04,1603,6363.8,0.9792,15.09,0.3168
112600,0.125819,3.00e-04,1604,6618.5,0.9766,15.09,0.3465
112700,0.121377,3.00e-04,1605,6873.2,0.9772,15.09,0.3270
112800,0.115135,3.00e-04,1606,7128.0,0.9782,15.09,0.3209
112900,0.109714,3.00e-04,1603,7382.8,0.9793,15.09,0.3235
113000,0.105183,3.00e-04,1600,7637.4,0.9799,15.09,0.3234
113100,0.100299,3.00e-04,1596,7892.1,0.9809,15.09,0.3181
113200,0.118221,3.00e-04,1592,8146.7,0.9781,15.09,0.3655
113300,0.112599,3.00e-04,1588,8401.5,0.9787,15.09,0.3667
113400,0.111902,3.00e-04,1584,8656.1,0.9789,15.09,0.3569
113500,0.122245,3.00e-04,1580,8910.3,0.9775,15.09,0.3621
113600,0.126249,3.00e-04,1578,9164.6,0.9776,15.09,0.3844
113700,0.123285,3.00e-04,1575,9418.8,0.9780,15.09,0.3746
113800,0.125270,3.00e-04,1575,9672.9,0.9776,15.09,0.3591
113900,0.125124,3.00e-04,1577,9927.2,0.9773,15.09,0.3434
114000,0.119975,3.00e-04,1580,10181.4,0.9778,15.09,0.3512
114100,0.118264,3.00e-04,1580,10435.7,0.9782,15.09,0.3647
114200,0.114188,3.00e-04,1580,10690.0,0.9783,15.09,0.3355
114300,0.107246,3.00e-04,1579,10944.5,0.9797,15.09,0.3404
114400,0.112970,3.00e-04,1578,11198.8,0.9785,15.09,0.3373
114500,0.112165,3.00e-04,1579,11453.1,0.9788,15.09,0.3420
114600,0.107314,3.00e-04,1579,11708.2,0.9795,15.09,0.3159
114700,0.106362,3.00e-04,1580,11964.4,0.9800,15.09,0.3182
114800,0.111719,3.00e-04,1580,12219.0,0.9791,15.09,0.3221
114900,0.104588,3.00e-04,1580,12473.4,0.9802,15.09,0.3154
115000,0.104840,3.00e-04,1581,12728.0,0.9803,15.09,0.3225
115100,0.127398,3.00e-04,1580,12989.3,0.9766,15.09,0.3592
115200,0.117056,3.00e-04,1579,13247.9,0.9787,15.09,0.3253
115300,0.112622,3.00e-04,1578,13509.8,0.9789,15.09,0.3337
115400,0.119521,3.00e-04,1579,13770.9,0.9781,15.09,0.3312
115500,0.109149,3.00e-04,1581,14032.2,0.9799,15.09,0.3159
115600,0.111026,3.00e-04,1583,14291.0,0.9793,15.09,0.3241
115700,0.120287,3.00e-04,1585,14553.7,0.9781,15.09,0.3200
115800,0.112182,3.00e-04,1586,14814.3,0.9795,15.09,0.3250
115900,0.106836,3.00e-04,1587,15072.9,0.9799,15.09,0.3052
116000,0.111908,3.00e-04,1590,15329.9,0.9793,15.09,0.3143
116100,0.106397,3.00e-04,1592,15587.8,0.9805,15.09,0.2928
116200,0.103292,3.00e-04,1594,15846.6,0.9806,15.09,0.3014
116300,0.111453,3.00e-04,1594,16110.1,0.9793,15.09,0.3201
116400,0.116665,3.00e-04,1591,16376.2,0.9784,15.09,0.3703
116500,0.109361,3.00e-04,1588,16641.1,0.9793,15.09,0.3381
116600,0.111528,3.00e-04,1587,16899.3,0.9790,15.09,0.3469
116700,0.108934,3.00e-04,1587,17157.0,0.9795,15.09,0.3240
116800,0.104743,3.00e-04,1588,17415.3,0.9801,15.09,0.3014
116900,0.106571,3.00e-04,1588,17672.6,0.9799,15.09,0.3129
117000,0.117157,3.00e-04,1588,17929.6,0.9782,15.09,0.3189
117100,0.110386,3.00e-04,1589,18186.4,0.9795,15.09,0.3167
117200,0.110694,3.00e-04,1589,18443.6,0.9794,15.09,0.2996
117300,0.114023,3.00e-04,1590,18701.3,0.9792,15.09,0.3134
117400,0.108895,3.00e-04,1591,18958.9,0.9799,15.09,0.3053
117500,0.105584,3.00e-04,1592,19216.0,0.9804,15.09,0.3149
117600,0.112947,3.00e-04,1592,19472.8,0.9791,15.09,nan
117700,0.106001,3.00e-04,1592,19730.1,0.9797,15.09,0.3332
117800,0.105021,3.00e-04,1592,19986.9,0.9804,15.09,0.3311
117900,0.110957,3.00e-04,1592,20243.5,0.9791,15.09,0.3242
118000,0.102838,3.00e-04,1591,20506.0,0.9804,15.09,0.3131
118100,0.105884,3.00e-04,1590,20771.9,0.9804,15.09,0.3164
118200,0.117558,3.00e-04,1588,21033.5,0.9781,15.09,0.3457
118300,0.112282,3.00e-04,1587,21292.8,0.9790,15.09,0.3255
118400,0.111890,3.00e-04,1586,21551.1,0.9791,15.09,0.3441
118500,0.116268,3.00e-04,1586,21809.4,0.9783,15.09,nan
118600,0.117531,3.00e-04,1587,22068.0,0.9782,15.09,0.3633
118700,0.104276,3.00e-04,1587,22325.7,0.9800,15.09,0.3142
118800,0.110883,3.00e-04,1588,22582.9,0.9792,15.09,0.3331
118900,0.105879,3.00e-04,1588,22840.1,0.9801,15.09,nan
119000,0.105358,3.00e-04,1588,23097.3,0.9802,15.09,0.3220
119100,0.109629,3.00e-04,1588,23354.4,0.9796,15.09,0.3241
119200,0.115389,3.00e-04,1587,23611.5,0.9783,15.09,0.3419
119300,0.110078,3.00e-04,1585,23868.7,0.9792,15.09,0.3374
119400,0.113845,3.00e-04,1585,24125.7,0.9785,15.09,nan
119500,0.112675,3.00e-04,1585,24382.7,0.9786,15.09,0.3396
119600,0.110263,3.00e-04,1586,24640.0,0.9792,15.09,0.3097
119700,0.110023,3.00e-04,1586,24897.3,0.9791,15.09,0.3059
119800,0.115382,3.00e-04,1587,25154.4,0.9781,15.09,0.3204
119900,0.106491,3.00e-04,1588,25411.7,0.9796,15.09,0.3184
120000,0.103763,3.00e-04,1588,25673.4,0.9801,15.09,0.3035
120100,0.114227,3.00e-04,1587,25946.1,0.9786,15.09,0.3346
120200,0.111281,3.00e-04,1587,26212.6,0.9790,15.09,0.3287
120300,0.105015,3.00e-04,1586,26478.7,0.9799,15.09,0.3561
120400,0.122434,3.00e-04,1586,26744.5,0.9773,15.09,0.3344
120500,0.113843,3.00e-04,1585,27010.4,0.9786,15.09,0.3299
120600,0.112336,3.00e-04,1585,27276.6,0.9788,15.09,0.3307
120700,0.114091,3.00e-04,1585,27542.9,0.9785,15.09,0.3249
120800,0.107805,3.00e-04,1585,27809.1,0.9796,15.09,0.3201
120900,0.109403,3.00e-04,1584,28075.7,0.9793,15.09,0.3204
121000,0.115704,3.00e-04,1584,28342.4,0.9785,15.09,0.3348
121100,0.114485,3.00e-04,1584,28609.3,0.9787,15.09,0.3218
121200,0.109722,3.00e-04,1584,28876.6,0.9792,15.09,0.3211
121300,0.113991,3.00e-04,1584,29144.0,0.9787,15.09,0.3171
121400,0.113187,3.00e-04,1583,29411.3,0.9787,15.09,0.3192
121500,0.109098,3.00e-04,1582,29678.8,0.9794,15.09,0.3230
121600,0.119069,3.00e-04,1582,29946.3,0.9779,15.09,0.3262
121700,0.119497,3.00e-04,1582,30214.1,0.9778,15.09,0.3225
121800,0.115478,3.00e-04,1582,30481.7,0.9784,15.09,0.3145
121900,0.114936,3.00e-04,1583,30749.5,0.9786,15.09,0.3106
122000,0.116322,3.00e-04,1583,31017.5,0.9783,15.09,0.3184
122100,0.108782,3.00e-04,1583,31285.5,0.9795,15.09,0.3060
122200,0.111442,3.00e-04,1583,31553.7,0.9789,15.09,0.3036
122300,0.114727,3.00e-04,1583,31821.7,0.9783,15.09,0.3284
122400,0.107581,3.00e-04,1583,32090.0,0.9798,15.09,0.3022
122500,0.106058,3.00e-04,1583,32358.4,0.9798,15.09,0.2982
122600,0.116307,3.00e-04,1583,32627.1,0.9789,15.09,0.3157
122700,0.111912,3.00e-04,1584,32895.7,0.9798,15.09,0.2959
122800,0.109462,3.00e-04,1585,33164.4,0.9798,15.09,0.2985
122900,0.113494,3.00e-04,1585,33433.0,0.9787,15.09,0.3214
123000,0.107501,3.00e-04,1584,33701.5,0.9800,15.09,0.3311
123100,0.103546,3.00e-04,1584,33967.4,0.9806,15.09,0.3037
123200,0.105551,3.00e-04,1585,34229.1,0.9803,15.09,0.3042
123300,0.102427,3.00e-04,1586,34490.9,0.9810,15.09,0.2893
123400,0.101902,3.00e-04,1587,34752.8,0.9811,15.09,0.3014
123500,0.106118,3.00e-04,1587,35014.5,0.9801,15.09,0.3000
123600,0.102069,3.00e-04,1587,35276.2,0.9807,15.09,0.2958
123700,0.099044,3.00e-04,1586,35538.2,0.9811,15.09,0.3161
123800,0.111944,3.00e-04,1586,35800.7,0.9792,15.09,0.3289
123900,0.111018,3.00e-04,1587,36061.1,0.9795,15.09,0.3099
124000,0.105482,3.00e-04,1587,36321.2,0.9802,15.09,0.3102
124100,0.110536,3.00e-04,1588,36582.5,0.9792,15.09,0.3189
124200,0.110664,3.00e-04,1589,36843.7,0.9794,15.09,0.3002
124300,0.107314,3.00e-04,1590,37105.6,0.9800,15.09,0.2969
124400,0.113624,3.00e-04,1590,37367.5,0.9790,15.09,0.3175
124500,0.119711,3.00e-04,1590,37629.2,0.9778,15.09,0.3266
124600,0.110018,3.00e-04,1590,37891.2,0.9792,15.09,0.3219
124700,0.110854,3.00e-04,1589,38153.0,0.9794,15.09,0.3267
124800,0.114253,3.00e-04,1589,38417.9,0.9786,15.09,0.3259
124900,0.107777,3.00e-04,1589,38680.0,0.9799,15.09,0.3549
125000,0.104004,3.00e-04,1589,38942.1,0.9804,15.09,0.3133
125100,0.105554,3.00e-04,1589,39205.8,0.9800,15.09,0.3062
125200,0.100034,3.00e-04,1588,39471.9,0.9804,15.09,0.3164
125300,0.093996,3.00e-04,1587,39738.1,0.9814,15.09,0.2960
125400,0.111669,3.00e-04,1587,40007.8,0.9788,15.09,0.3353
125500,0.102342,3.00e-04,1586,40284.7,0.9804,15.09,0.3171
125600,0.101490,3.00e-04,1585,40562.2,0.9805,15.09,0.3085
125700,0.111427,3.00e-04,1585,40846.0,0.9792,15.09,0.3130
125800,0.107201,3.00e-04,1586,41119.5,0.9799,15.09,0.3130
125900,0.099001,3.00e-04,1586,41398.4,0.9811,15.09,0.2779
126000,0.098342,3.00e-04,1587,41664.5,0.9813,15.09,0.2848
126100,0.095450,3.00e-04,1588,41940.1,0.9820,15.09,0.2782
126200,0.092704,3.00e-04,1589,42213.8,0.9823,15.09,0.2606
126300,0.118815,3.00e-04,1590,42487.6,0.9771,15.09,0.2961
126400,0.125729,3.00e-04,1592,42768.3,0.9758,15.09,0.2919
126500,0.121208,3.00e-04,1593,43029.7,0.9766,15.09,0.2905
126600,0.112865,3.00e-04,1595,43289.4,0.9786,15.09,0.2967
126700,0.107698,3.00e-04,1596,43549.1,0.9801,15.09,0.2817
126800,0.105460,3.00e-04,1597,43808.9,0.9805,15.09,0.2821
126900,0.107720,3.00e-04,1599,44069.8,0.9802,15.09,0.2866
127000,0.114779,3.00e-04,1599,44332.9,0.9791,15.09,0.3164
127100,0.111304,3.00e-04,1600,44594.6,0.9796,15.09,0.3048
127200,0.108080,3.00e-04,1601,44854.7,0.9801,15.09,0.3009
127300,0.098738,3.00e-04,1602,45114.7,0.9812,15.09,0.2736
127400,0.093319,3.00e-04,1602,45374.7,0.9820,15.09,0.2698
127500,0.095091,3.00e-04,1603,45634.6,0.9818,15.09,0.2840
127600,0.108784,3.00e-04,1604,45894.6,0.9800,15.09,0.2965
127700,0.102063,3.00e-04,1605,46154.3,0.9808,15.09,0.2828
127800,0.100147,3.00e-04,1605,46414.2,0.9811,15.09,0.2925
127900,0.116378,3.00e-04,1606,46674.0,0.9789,15.09,0.3040
128000,0.106421,3.00e-04,1607,46933.8,0.9804,15.09,0.2971
128100,0.101743,3.00e-04,1608,47193.5,0.9814,15.09,0.2761
128200,0.110042,3.00e-04,1609,47453.2,0.9798,15.09,0.3097
128300,0.110432,3.00e-04,1610,47713.1,0.9796,15.09,0.3074
128400,0.107268,3.00e-04,1610,47973.0,0.9804,15.09,0.2991
128500,0.110951,3.00e-04,1611,48232.9,0.9800,15.09,0.3005
128600,0.101584,3.00e-04,1611,48507.0,0.9810,15.09,0.2882
128700,0.098477,3.00e-04,1607,48903.2,0.9816,15.09,0.2787
128800,0.110749,3.00e-04,1604,49272.2,0.9796,15.09,0.3116
128900,0.111278,3.00e-04,1601,49640.3,0.9792,15.09,0.3184
129000,0.103152,3.00e-04,1596,50041.5,0.9809,15.09,0.3046
129100,0.102923,3.00e-04,1591,50457.7,0.9807,15.09,0.3030
129200,0.108877,3.00e-04,1586,50878.4,0.9796,15.09,0.3207
129300,0.100692,3.00e-04,1581,51275.4,0.9807,15.09,0.3006
129400,0.107488,3.00e-04,1577,51672.0,0.9801,15.09,0.3091
129500,0.117768,3.00e-04,1574,52047.6,0.9787,15.09,0.3212
129600,0.107090,3.00e-04,1569,52465.5,0.9805,15.09,0.2963
129700,0.106689,3.00e-04,1566,52851.8,0.9801,15.09,0.3082
129800,0.110957,3.00e-04,1561,53274.4,0.9789,15.09,0.3394
129900,0.101671,3.00e-04,1556,53679.3,0.9804,15.09,0.3160
130000,0.105502,3.00e-04,1550,54117.0,0.9798,15.09,0.3242
130100,0.135717,3.00e-04,1549,54530.7,0.9762,15.09,0.3159
130200,0.115644,3.00e-04,1551,54795.7,0.9794,15.09,0.2904
130300,0.110248,3.00e-04,1554,55058.2,0.9802,15.09,0.3019
130400,0.116412,3.00e-04,1555,55319.7,0.9790,15.09,0.3027
130500,0.103472,3.00e-04,1556,55582.0,0.9808,15.09,0.2878
130600,0.101374,3.00e-04,1558,55842.1,0.9812,15.09,0.2877
130700,0.108071,3.00e-04,1559,56101.6,0.9801,15.09,0.2872
130800,0.106144,3.00e-04,1560,56361.1,0.9802,15.09,0.2848
130900,0.101260,3.00e-04,1561,56620.6,0.9808,15.09,0.2957
131000,0.102009,3.00e-04,1562,56880.3,0.9810,15.09,0.2975
131100,0.097727,3.00e-04,1563,57139.7,0.9816,15.09,0.2788
131200,0.095156,3.00e-04,1564,57398.9,0.9819,15.09,0.2841
131300,0.111830,3.00e-04,1564,57657.9,0.9792,15.09,0.2975
131400,0.110159,3.00e-04,1565,57916.9,0.9795,15.09,0.3165
131500,0.103790,3.00e-04,1565,58176.3,0.9802,15.09,0.2865
131600,0.111907,3.00e-04,1566,58435.7,0.9791,15.09,0.3028
131700,0.113289,3.00e-04,1566,58694.9,0.9786,15.09,0.3029
131800,0.106822,3.00e-04,1566,58954.2,0.9799,15.09,0.3037
131900,0.109694,3.00e-04,1567,59213.9,0.9793,15.09,0.3060
132000,0.109674,3.00e-04,1567,59473.4,0.9791,15.09,0.3025
132100,0.101760,3.00e-04,1567,59732.7,0.9801,15.09,0.3014
132200,0.104533,3.00e-04,1567,59992.3,0.9796,15.09,0.2888
132300,0.109414,3.00e-04,1568,60252.0,0.9791,15.09,0.2966
132400,0.103551,3.00e-04,1569,60511.4,0.9801,15.09,0.2917
132500,0.105264,3.00e-04,1570,60770.7,0.9799,15.09,0.2800
132600,0.110974,3.00e-04,1570,61029.8,0.9788,15.09,0.3001
132700,0.102383,3.00e-04,1571,61288.8,0.9804,15.09,0.2961
132800,0.098382,3.00e-04,1571,61547.6,0.9808,15.09,0.2784
132900,0.111119,3.00e-04,1572,61805.4,0.9788,15.09,0.3137
133000,0.107059,3.00e-04,1572,62062.9,0.9793,15.09,0.3065
133100,0.105321,3.00e-04,1572,62320.0,0.9794,15.09,0.3201
133200,0.115508,3.00e-04,1573,62577.0,0.9782,15.09,0.3041
133300,0.114206,3.00e-04,1574,62834.0,0.9787,15.09,0.2827
133400,0.110463,3.00e-04,1575,63090.6,0.9795,15.09,nan
133500,0.113356,3.00e-04,1576,63347.1,0.9786,15.09,0.2934
133600,0.107520,3.00e-04,1576,63603.7,0.9796,15.09,0.2979
133700,0.103653,3.00e-04,1576,63860.1,0.9802,15.09,0.2992
133800,0.111331,3.00e-04,1577,64116.4,0.9789,15.09,0.3148
133900,0.106834,3.00e-04,1577,64372.6,0.9797,15.09,0.3093
134000,0.102000,3.00e-04,1577,64628.9,0.9807,15.09,0.2934
134100,0.107458,3.00e-04,1578,64885.0,0.9796,15.09,0.3095
134200,0.108771,3.00e-04,1578,65141.0,0.9793,15.09,0.3084
134300,0.106624,3.00e-04,1578,65396.9,0.9797,15.09,0.3202
134400,0.103571,3.00e-04,1578,65652.9,0.9798,15.09,0.2976
134500,0.097827,3.00e-04,1578,65908.9,0.9804,15.09,0.2947
134600,0.097687,3.00e-04,1578,66164.8,0.9808,15.09,0.2923
134700,0.095974,3.00e-04,1577,66420.3,0.9809,15.09,0.2884
134800,0.105186,3.00e-04,1577,66675.9,0.9799,15.09,0.3096
134900,0.104741,3.00e-04,1577,66931.5,0.9794,15.09,0.3211
135000,0.103605,3.00e-04,1577,67187.1,0.9796,15.09,0.3182
135100,0.128683,3.00e-04,1577,67445.2,0.9766,15.09,0.3386
135200,0.120142,3.00e-04,1577,67700.7,0.9781,15.09,0.3183
135300,0.114647,3.00e-04,1578,67956.2,0.9789,15.09,0.3258
135400,0.124987,2.99e-04,1578,68211.7,0.9772,15.09,0.3259
135500,0.113218,2.99e-04,1578,68467.3,0.9791,15.09,0.3211
135600,0.111472,2.99e-04,1578,68722.7,0.9789,15.09,0.3362
135700,0.114633,2.98e-04,1578,68978.1,0.9790,15.09,0.3202
135800,0.112589,2.98e-04,1578,69233.5,0.9790,15.09,0.3158
135900,0.105790,2.97e-04,1578,69488.9,0.9801,15.09,0.3095
136000,0.106238,2.97e-04,1578,69744.1,0.9800,15.09,0.2959
136100,0.101581,2.96e-04,1578,69999.4,0.9806,15.09,0.3024
136200,0.101558,2.95e-04,1578,70254.7,0.9805,15.09,0.3150
136300,0.105178,2.94e-04,1579,70510.2,0.9800,15.09,0.3109
136400,0.101638,2.94e-04,1579,70765.6,0.9806,15.09,0.2934
136500,0.099077,2.93e-04,1579,71020.7,0.9810,15.09,0.2754
136600,0.104486,2.92e-04,1580,71275.8,0.9801,15.09,0.2969
136700,0.108313,2.91e-04,1580,71530.8,0.9795,15.09,0.2930
136800,0.104839,2.90e-04,1580,71785.6,0.9801,15.09,0.3014
136900,0.109391,2.88e-04,1581,72040.6,0.9794,15.09,0.3273
137000,0.112819,2.87e-04,1581,72295.5,0.9794,15.09,0.3214
137100,0.109537,2.86e-04,1581,72550.3,0.9796,15.09,0.3224
137200,0.104184,2.84e-04,1582,72805.3,0.9804,15.09,0.3078
137300,0.109557,2.83e-04,1582,73060.4,0.9793,15.09,0.3167
137400,0.102469,2.82e-04,1582,73315.5,0.9806,15.09,0.2992
137500,0.099828,2.80e-04,1582,73570.7,0.9809,15.09,0.2873
137600,0.104886,2.78e-04,1582,73825.3,0.9800,15.09,0.3091
137700,0.101099,2.77e-04,1582,74080.1,0.9807,15.09,0.3013
137800,0.097589,2.75e-04,1583,74335.1,0.9815,15.09,0.2946
137900,0.108056,2.73e-04,1583,74589.8,0.9796,15.09,0.3011
138000,0.101571,2.71e-04,1583,74844.5,0.9805,15.09,0.2954
138100,0.095178,2.70e-04,1583,75099.0,0.9818,15.09,0.2822
138200,0.110988,2.68e-04,1584,75353.7,0.9787,15.09,0.2997
138300,0.105883,2.66e-04,1585,75608.3,0.9795,15.09,0.2982
138400,0.098609,2.64e-04,1585,75862.8,0.9809,15.09,0.2818
138500,0.103369,2.62e-04,1586,76117.6,0.9804,15.09,0.2763
138600,0.100038,2.59e-04,1586,76372.3,0.9805,15.09,0.2804
138700,0.097860,2.57e-04,1587,76627.2,0.9813,15.09,0.2810
138800,0.099369,2.55e-04,1587,76881.5,0.9808,15.09,0.2902
138900,0.101324,2.53e-04,1588,77135.6,0.9809,15.09,0.2762
139000,0.095686,2.51e-04,1589,77389.8,0.9815,15.09,0.2676
139100,0.099821,2.48e-04,1589,77644.0,0.9807,15.09,0.2824
139200,0.099316,2.46e-04,1590,77898.4,0.9811,15.09,0.2818
139300,0.097794,2.43e-04,1590,78152.5,0.9814,15.09,0.2783
139400,0.099404,2.41e-04,1591,78406.7,0.9811,15.09,0.2943
139500,0.100771,2.38e-04,1592,78661.1,0.9809,15.09,0.2845
139600,0.101316,2.36e-04,1593,78915.2,0.9812,15.09,nan
139700,0.096778,2.33e-04,1593,79169.2,0.9816,15.09,0.2655
139800,0.098389,2.31e-04,1594,79423.1,0.9812,15.09,0.2715
139900,0.097968,2.28e-04,1595,79676.6,0.9814,15.09,0.2701
140000,0.095602,2.25e-04,1595,79930.1,0.9820,15.09,0.2675
140100,0.105054,2.23e-04,1596,80193.5,0.9804,15.09,0.2736
140200,0.097059,2.20e-04,1596,80446.8,0.9816,15.09,0.2690
140300,0.098469,2.17e-04,1597,80700.1,0.9813,15.09,0.2737
140400,0.103202,2.14e-04,1598,80953.3,0.9806,15.09,0.2694
140500,0.097464,2.11e-04,1598,81206.7,0.9817,15.09,0.2771
140600,0.098293,2.08e-04,1599,81460.4,0.9815,15.09,0.2665
140700,0.099272,2.06e-04,1600,81714.2,0.9812,15.09,0.2670
140800,0.096317,2.03e-04,1600,81967.9,0.9818,15.09,0.2655
140900,0.094904,2.00e-04,1601,82221.5,0.9820,15.09,0.2591
141000,0.098833,1.97e-04,1602,82475.0,0.9816,15.09,0.2617
141100,0.101317,1.94e-04,1602,82728.5,0.9810,15.09,0.2721
141200,0.096786,1.91e-04,1603,82982.1,0.9817,15.09,0.2638
141300,0.098929,1.88e-04,1603,83235.3,0.9818,15.09,0.2711
141400,0.094941,1.85e-04,1604,83488.3,0.9826,15.09,0.2683
141500,0.090704,1.82e-04,1605,83741.3,0.9833,15.09,0.2709
141600,0.096028,1.79e-04,1606,83994.2,0.9824,15.09,0.2704
141700,0.098999,1.75e-04,1606,84246.9,0.9821,15.09,0.2784
141800,0.094581,1.72e-04,1607,84499.9,0.9828,15.09,nan
141900,0.092327,1.69e-04,1608,84752.7,0.9828,15.09,0.2713
142000,0.095258,1.66e-04,1608,85005.7,0.9829,15.09,0.2649
142100,0.091575,1.63e-04,1609,85258.4,0.9835,15.09,0.2671
142200,0.089520,1.60e-04,1610,85511.3,0.9837,15.09,0.2525
142300,0.094265,1.57e-04,1611,85764.3,0.9825,15.09,0.2630
142400,0.089709,1.54e-04,1611,86017.2,0.9834,15.09,0.2593
142500,0.085624,1.50e-04,1612,86269.8,0.9840,15.09,0.2485
142600,0.096624,1.47e-04,1613,86522.5,0.9825,15.09,0.2668
142700,0.092821,1.44e-04,1613,86775.2,0.9831,15.09,0.2579
142800,0.087039,1.41e-04,1614,87028.2,0.9839,15.09,0.2570
142900,0.092203,1.38e-04,1614,87281.2,0.9831,15.09,0.2654
143000,0.086304,1.35e-04,1615,87534.1,0.9839,15.09,0.2674
143100,0.086200,1.32e-04,1616,87786.5,0.9841,15.09,0.2674
143200,0.088073,1.29e-04,1616,88039.2,0.9839,15.09,0.2662
143300,0.083715,1.26e-04,1617,88292.5,0.9845,15.09,0.2579
143400,0.082731,1.22e-04,1617,88546.3,0.9846,15.09,0.2455
143500,0.091358,1.19e-04,1618,88811.3,0.9834,15.09,0.2706
143600,0.087666,1.16e-04,1618,89076.8,0.9840,15.09,0.2553
143700,0.085397,1.13e-04,1619,89336.4,0.9845,15.09,0.2512
143800,0.091796,1.10e-04,1619,89594.1,0.9836,15.09,0.2628
143900,0.088884,1.07e-04,1620,89851.1,0.9836,15.09,0.2612
144000,0.087794,1.04e-04,1620,90109.5,0.9838,15.09,0.2648
144100,0.088767,1.01e-04,1621,90371.0,0.9835,15.09,0.2604
144200,0.086146,9.84e-05,1621,90635.3,0.9843,15.09,0.2558
144300,0.084349,9.55e-05,1622,90900.2,0.9846,15.09,0.2524
144400,0.099590,9.26e-05,1622,91170.6,0.9824,15.09,0.2628
144500,0.122540,8.97e-05,1622,91452.5,0.9797,15.09,0.3078
144600,0.113946,8.68e-05,1622,91734.7,0.9807,15.09,0.2898
144700,0.116463,8.40e-05,1622,92017.5,0.9806,15.09,0.2993
144800,0.134199,8.12e-05,1622,92296.4,0.9786,15.09,nan
144900,0.121554,7.85e-05,1623,92567.1,0.9800,15.09,0.3267
145000,0.118806,7.58e-05,1623,92835.4,0.9803,15.09,0.3222
145100,0.120516,7.31e-05,1623,93112.1,0.9800,15.09,0.3243
145200,0.114996,7.04e-05,1624,93382.9,0.9805,15.09,0.3135
